timestamp,occupancy
2017-06-04 07:00:00,0.18866644044791314
2017-06-04 08:00:00,0.29080420766881576
2017-06-04 09:00:00,0.39769256871394637
2017-06-04 10:00:00,0.4625042416016288
2017-06-04 11:00:00,0.47472005429250086
2017-06-04 12:00:00,0.4770953512046149
2017-06-04 13:00:00,0.4669155072955548
2017-06-04 14:00:00,0.46182558534102475
2017-06-04 15:00:00,0.4146589752290465
2017-06-04 16:00:00,0.3834407872412623
2017-06-05 07:00:00,0.20461486257210723
2017-06-05 08:00:00,0.2527994570749915
2017-06-05 09:00:00,0.37054631828978624
2017-06-05 10:00:00,0.44010858500169664
2017-06-05 11:00:00,0.45775364777740074
2017-06-05 12:00:00,0.47166610111978285
2017-06-05 13:00:00,0.47336274177129284
2017-06-05 14:00:00,0.46114692908042076
2017-06-05 15:00:00,0.4180522565320665
2017-06-05 16:00:00,0.3939599592806244
2017-06-06 07:00:00,0.18798778418730913
2017-06-06 08:00:00,0.2941974889718358
2017-06-06 09:00:00,0.336613505259586
2017-06-06 10:00:00,0.4346793349168646
2017-06-06 11:00:00,0.44519850695622665
2017-06-06 12:00:00,0.4604682728198168
2017-06-06 13:00:00,0.45775364777740074
2017-06-06 14:00:00,0.4343400067865626
2017-06-06 15:00:00,0.42585680352901256
2017-06-06 16:00:00,0.38411944350186633
2017-06-07 08:00:00,0.22531387852052936
2017-06-07 09:00:00,0.33525619273837803
2017-06-07 10:00:00,0.37054631828978624
2017-06-07 11:00:00,0.37292161520190026
2017-06-07 12:00:00,0.38853070919579236
2017-06-07 13:00:00,0.3844587716321683
2017-06-07 14:00:00,0.3803868340685443
2017-06-07 15:00:00,0.3566338649474041
2017-06-07 16:00:00,0.3036986766202918
2017-06-08 07:00:00,0.11944350186630472
2017-06-08 08:00:00,0.13946386155412283
2017-06-08 09:00:00,0.1499830335934849
2017-06-08 10:00:00,0.18730912792670512
2017-06-08 11:00:00,0.19239904988123516
2017-06-08 12:00:00,0.21038344078724125
2017-06-08 13:00:00,0.2473702069901595
2017-06-08 14:00:00,0.27417712928401766
2017-06-08 15:00:00,0.27519511367492366
2017-06-08 16:00:00,0.27790973871733965
2017-06-09 08:00:00,0.13437393959959282
2017-06-09 09:00:00,0.1489650492025789
2017-06-09 10:00:00,0.163216830675263
2017-06-09 11:00:00,0.19714964370546317
2017-06-09 12:00:00,0.2042755344418052
2017-06-09 13:00:00,0.22633186291143537
2017-06-09 14:00:00,0.2354937224295894
2017-06-09 15:00:00,0.23922633186291142
2017-06-09 16:00:00,0.22463522225992535
2017-06-10 08:00:00,0.20699015948422125
2017-06-10 09:00:00,0.31150322361723787
2017-06-10 10:00:00,0.3831014591109603
2017-06-10 11:00:00,0.40787241262300644
2017-06-10 12:00:00,0.41737360027146253
2017-06-10 13:00:00,0.4251781472684085
2017-06-10 14:00:00,0.4149983033593485
2017-06-10 15:00:00,0.37665422463522225
2017-06-10 16:00:00,0.332541567695962
2017-06-11 08:00:00,0.29351883271123175
2017-06-11 09:00:00,0.4000678656260604
2017-06-11 10:00:00,0.4628435697319308
2017-06-11 11:00:00,0.4686121479470648
2017-06-11 12:00:00,0.4825246012894469
2017-06-11 13:00:00,0.4842212419409569
2017-06-11 14:00:00,0.47743467933491684
2017-06-11 15:00:00,0.4533423820834747
2017-06-11 16:00:00,0.4031218187987784
2017-06-12 08:00:00,0.25551408211740756
2017-06-12 09:00:00,0.35629453681710216
2017-06-12 10:00:00,0.4343400067865626
2017-06-12 11:00:00,0.45809297590770276
2017-06-12 12:00:00,0.46420088225313877
2017-06-12 13:00:00,0.45911096029860876
2017-06-12 14:00:00,0.44757380386834067
2017-06-12 15:00:00,0.4306073973532406
2017-06-12 16:00:00,0.35799117746861214
2017-06-13 07:00:00,0.1828978622327791
2017-06-13 08:00:00,0.22497455039022735
2017-06-13 09:00:00,0.36443841194435017
2017-06-13 10:00:00,0.3939599592806244
2017-06-13 11:00:00,0.44451985069562266
2017-06-13 12:00:00,0.4482524601289447
2017-06-13 13:00:00,0.4472344757380387
2017-06-13 14:00:00,0.4329826942653546
2017-06-13 15:00:00,0.42280285035629456
2017-06-13 16:00:00,0.3939599592806244
2017-06-14 08:00:00,0.22225992534781133
2017-06-14 09:00:00,0.3118425517475399
2017-06-14 10:00:00,0.36206311503223615
2017-06-14 11:00:00,0.3875127248048863
2017-06-14 12:00:00,0.4014251781472684
2017-06-14 13:00:00,0.4116050220563285
2017-06-14 14:00:00,0.4095690532745165
2017-06-14 15:00:00,0.3837801153715643
2017-06-14 16:00:00,0.3501866304716661
2017-06-15 08:00:00,0.15609093993892093
2017-06-15 09:00:00,0.18798778418730913
2017-06-15 10:00:00,0.23040380047505937
2017-06-15 11:00:00,0.25755005089921956
2017-06-15 12:00:00,0.28028503562945367
2017-06-15 13:00:00,0.3077706141839158
2017-06-15 14:00:00,0.31862911435357993
2017-06-15 15:00:00,0.32609433322022396
2017-06-15 16:00:00,0.33050559891415
2017-06-16 08:00:00,0.19443501866304716
2017-06-16 09:00:00,0.2823210044112657
2017-06-16 10:00:00,0.3013233797081778
2017-06-16 11:00:00,0.30709195792331184
2017-06-16 12:00:00,0.31048523922633187
2017-06-16 13:00:00,0.32066508313539194
2017-06-16 14:00:00,0.3057346454021038
2017-06-16 15:00:00,0.2819816762809637
2017-06-16 16:00:00,0.24669155072955548
2017-06-17 08:00:00,0.21275873769935527
2017-06-17 09:00:00,0.3142178486596539
2017-06-17 10:00:00,0.38920936545639634
2017-06-17 11:00:00,0.42178486596538856
2017-06-17 12:00:00,0.4377332880895826
2017-06-17 13:00:00,0.44146589752290466
2017-06-17 14:00:00,0.44010858500169664
2017-06-17 15:00:00,0.40889039701391244
2017-06-17 16:00:00,0.37699355276552426
2017-06-18 08:00:00,0.2670512385476756
2017-06-18 09:00:00,0.3688496776382762
2017-06-18 10:00:00,0.4530030539531727
2017-06-18 11:00:00,0.4770953512046149
2017-06-18 12:00:00,0.4801493043773329
2017-06-18 13:00:00,0.4811672887682389
2017-06-18 14:00:00,0.4655581947743468
2017-06-18 15:00:00,0.45062775704105873
2017-06-18 16:00:00,0.37767220902612825
2017-06-19 08:00:00,0.32202239565659996
